Incident_ID,schoolaffiliation,age_cat,shooterdied
20180328MSEUE,Former Student,,No
20180329KYJOE,Parent,Adult,Yes
20180409NYGLG,Student,Teen,No
20180412MORAR,Unknown,,No
20180419MIJAJ,No Relation,,No
20180420FLFOO,Former Student,Teen,No
20180423GABEA,Intimate Relationship,,No
20180503SDENW,Unknown,,No
20180503TNWAW,Student,Teen,No
20180505MIFOF,Police Officer/SRO,Adult,No
20180511CAHIP,Former Student,Teen,No
20180516ILDID,Student,Teen,No
20180517MOCEK,Unknown,,No
20180518GAMOA,Unknown,,No
20180518TXSAS,Student,Teen,No
20180521GABEG,No Relation,Adult,No
20180525INNON,Student,Teen,No
20180601TXMCM,Student,Teen,Yes
20180615OHVAB,No Relation,Teen,No
20180617ORGRP,Unknown,,No
20180621TXSKD,Unknown,,No
20180624MTSEM,Unknown,Teen,No
20180625OHFUS,Unknown,Teen,No
20180625OHFUS,Unknown,Teen,No
20180701TNRAM,Unknown,,No
20180703KSSUO,Other Staff,Adult,No
20180711OHMIM,Unknown,Teen,No
20180717WVHUH,Unknown,Adult,No
20180719WAWEY,Unknown,,No
20180804MDEDE,Unknown,,No
20180809NJLAM,Unknown,,No
20180811TNANN,Parent,Adult,No
20180817FLPAW,Unknown,,No
20180823ALALM,Unknown,,No
20180824FLRAJ,Unknown,Teen,No
20180824ILMEC,Unknown,,No
20180828COCOD,Student,Teen,No
20180829DETOD,Other Staff,Adult,No
20180830MIOTG,Unknown,,No
20180830NCVIC,Intimate Relationship,Adult,No
20180831CABAS,Student,Teen,No
20180831IANOE,Student,,No
20180903NYLUN,Unknown,,No
20180905RIPRP,Rival School Student,Teen,No
20180907IAHED,Unknown,,No
20180909CAGIG,Police Officer/SRO,Adult,No
20180910ILCHC,Unknown,,No
20180910TNFAM,No Relation,Adult,No
20180911NVCAL,Rival School Student,Teen,No
20180914FLBOB,Student,Teen,No
20180914WAMAE,Unknown,,No
20180917ALBLH,Student,Child,No
20180920CACHL,Unknown,Teen,No
20180920CACHL,Unknown,Teen,No
20180920CAPOP,Unknown,Adult,Yes
20180924GAAPB,Student,Teen,Yes
20180924NCLAC,Unknown,,No
20180924PACEP,Unknown,,No
20180924PACEP,Unknown,,No
20180926MDMAB,Student,Teen,No
20180927TXHEC,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20180928SDCHC,No Relation,Teen,No
20181002ARCHL,Unknown,,No
20181003AKDEA,Relative,Adult,No
20181004ORJAP,Parent,Adult,No
20181005TNHAB,Unknown,Teen,No
20181005VALAN,Unknown,,No
20181007VAVAH,Unknown,,No
20181012MIBAB,Unknown,,No
20181013TNMCN,Unknown,,No
20181020GASHS,No Relation,Teen,No
20181022CTDUB,No Relation,Teen,No
20181023NHGOM,Unknown,,No
20181025MICOD,Unknown,,No
20181029NCBUM,Student,Teen,No
20181104KYCRL,Unknown,Adult,No
20181105SCACC,Student,,No
20181108CACLS,No Relation,Adult,No
20181108CACLS,No Relation,Adult,No
20181109GAGAM,Student,Teen,No
20181112MDEAE,Police Officer/SRO,,Yes
20181120VASIP,Parent,Adult,No
20181121MIPEP,No Relation,Adult,No
20181122TXSKD,Unknown,Teen,No
20181122WAMOD,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20181124OHAFC,No Relation,Adult,No
20181128PASTP,Unknown,,No
20181210NYJEJ,Student,Teen,Yes
20181211KYCAC,No Relation,,No
20181213INDER,Former Student,Teen,Yes
20181214MOWIK,Student,Teen,No
20181218DEAIG,Unknown,,No
20190107CACEB,Unknown,,No
20190111ORCAE,Parent,Adult,No
20190118ALCET,No Relation,Teen,No
20190118MOHAS,Unknown,,No
20190118NCSHD,No Relation,,No
20190119KSLAO,No Relation,,No
20190123LASOS,No Relation,Adult,No
20190125ALDAM,Student,Teen,No
20190125TNMAM,Unknown,Teen,No
20190125TNMAM,Unknown,Teen,No
20190130GAMIL,No Relation,Teen,No
20190131TNMAM,Unknown,,No
20190131TXATA,Student,Teen,No
20190205MNMIM,No Relation,Adult,No
20190208MDFRB,No Relation,Adult,No
20190212MOCEK,Nonstudent Using Athletic Facilities/Attending Game,,No
20190214NMV.R,Student,Teen,No
20190217COEAA,Other Staff,Adult,No
20190226ALROM,Student,Teen,No
20190301KSHIM,No Relation,Adult,No
20190313FLLAO,Student,Teen,Yes
20190322ALBLB,Teacher,Adult,No
20190327MSSVH,Unknown,,No
20190401ARPRP,Student,Teen,No
20190403COAUA,Other Staff,Adult,No
20190403FLSAJ,No Relation,,No
20190405WISTM,Other Staff,Adult,No
20190407MAHOL,Unknown,,No
20190410TXROH,No Relation,,No
20190410TXROH,No Relation,,No
20190417ILWAL,Student,Teen,Yes
20190424ARCOC,Student,Teen,Yes
20190425GAWYS,Unknown,,No
20190426GACRF,Parent,Adult,No
20190430FLWEW,Police Officer/SRO,Adult,No
20190430VACDW,Student,Teen,No
20190507COSTH,Student,Teen,No
20190507COSTH,Student,Teen,No
20190508ILSEC,No Relation,Teen,No
20190517FLTEJ,Unknown,Teen,No
20190517ORPAP,Student,Teen,No
20190530DCHEW,No Relation,,No
20190606ILGEC,Nonstudent Using Athletic Facilities/Attending Game,,No
20190610ILMEW,No Relation,Teen,No
20190610ILMEW,No Relation,Adult,No
20190612DCHEW,No Relation,,No
20190612PAJEE,No Relation,Teen,No
20190612PAJEE,Intimate Relationship,Teen,No
20190613NJTAW,Unknown,Adult,No
20190621MICAF,Unknown,,No
20190629COJAC,No Relation,,No
20190701NYSCN,No Relation,Adult,No
20190702AKWIA,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20190711CTBUH,No Relation,Adult,No
20190719CAMOS,Unknown,Teen,No
20190808ALBLM,Parent,Adult,No
20190815TNEAN,Rival School Student,Teen,No
20190817GALAA,Student,Teen,No
20190820PASAC,Parent,Adult,No
20190823GAPEC,Unknown,Teen,No
20190823MOPAS,Unknown,,No
20190823MOROS,Unknown,,No
20190824PAWIP,No Relation,,No
20190827CAHOL,Unknown,,No
20190827NYROR,Unknown,Adult,No
20190830ALLAM,Student,Teen,No
20190830NCKIK,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20190830OHCET,Nonstudent Using Athletic Facilities/Attending Game,,No
20190902MDNOB,No Relation,,No
20190906ALCEC,Unknown,,No
20190906PAMCJ,Unknown,Adult,No
20190906PAWEM,Unknown,,No
20190910SCSOA,Unknown,Teen,No
20190912KSMAM,No Relation,Adult,No
20190913UTGRW,No Relation,,No
20190913VAETN,Unknown,,No
20190914TXEAF,Relative,Adult,No
20190916ILILK,No Relation,,No
20190916VAPHH,No Relation,,No
20190920PASIP,Unknown,,No
20190927NCZEC,Unknown,,No
20191002GASOA,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20191008COSHS,Rival School Student,Teen,No
20191008TXWEH,Student,,No
20191009MAGRL,Unknown,,No
20191009MAGRL,Unknown,,No
20191011LARAR,Unknown,Teen,No
20191015LAGEN,Unknown,,No
20191018GACRS,Unknown,Teen,No
20191018OHWOT,Unknown,,No
20191022CARIS,Student,Teen,No
20191027MDLAL,No Relation,Adult,No
20191029NYNEN,Student,,No
20191108CAEDS,Unknown,,No
20191108TXROD,Unknown,,No
20191111MDACB,Unknown,,No
20191113CAESL,Police Officer/SRO,Adult,No
20191114CASAS,Student,Teen,Yes
20191115NJPLP,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20191121ILRIO,Student,Teen,No
20191124CASEU,No Relation,Teen,No
20191124CASEU,No Relation,Teen,No
20191125ILCAC,No Relation,,No
20191126WASAV,Parent,Adult,Yes
20191201ALMOM,No Relation,Adult,No
20191202WIWAW,Student,Teen,No
20191203WIOSO,Police Officer/SRO,Adult,No
20191203WITHM,Student,Teen,No
20191204NMPIL,Police Officer/SRO,Adult,No
20191210ALDED,Intimate Relationship,Adult,No
20191210KSJCK,Unknown,,No
20191210NJSAJ,No Relation,Adult,No
20191210NJSAJ,No Relation,Adult,No
20191211INEVE,Unknown,,No
20191211KSCHT,Unknown,,No
20191213VAMAN,Student,Teen,No
20191216CTCAN,No Relation,Adult,No
20191219FLLEN,No Relation,Adult,No
20191221LAWES,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20191228MOMAS,No Relation,Teen,No
20200107WASOK,Student,Teen,No
20200107WASOK,Student,Teen,No
20200108FLGLB,Unknown,,No
20200110MSMCJ,Student,Teen,No
20200111TXELD,Unknown,Teen,No
20200114TXBEH,Student,Teen,No
20200114TXPOM,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20200114TXPOM,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20200117MITHH,Parent,Adult,No
20200117SCCAS,Student,Teen,Yes
20200119TXNOF,No Relation,Adult,No
20200119TXNOF,No Relation,Adult,No
20200121ILLIC,Unknown,,No
20200121NEPAL,Unknown,,No
20200123CAOXO,No Relation,,No
20200127WAROY,No Relation,Teen,No
20200128NYMAQ,Student,Teen,No
20200128TNWHM,Unknown,Teen,No
20200128TXLUL,No Relation,Teen,No
20200131CADEA,Unknown,Teen,No
20200201TXHIH,No Relation,Adult,No
20200203FLGEJ,No Relation,,No
20200204LABEA,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20200205NHSEC,Student,Teen,Yes
20200212MOJOF,Parent,Adult,No
20200215DCDUW,Unknown,,No
20200221NMCEA,Unknown,,No
20200302TXNOF,Student,Teen,No
20200305FLSAW,Security Guard,Adult,No
20200310PASHN,Unknown,Adult,No
20200313TNPIR,Police Officer/SRO,Adult,No
20200315TXATH,Former Student,Teen,No
20200318LABOS,Unknown,Teen,No
20200324LAROM,No Relation,Adult,No
20200324LAROM,No Relation,Adult,No
20200324LAROM,No Relation,Adult,No
20200330GANAS,No Relation,,No
20200330GANAS,No Relation,,No
20200413NEMOO,No Relation,,No
20200505CAGOV,Unknown,,No
20200515NCSTC,No Relation,Adult,No
20200519VAWEM,No Relation,Teen,No
20200522OHMIC,Unknown,,No
20200525ALORM,No Relation,,No
20200527OHLUC,No Relation,,Yes
20200527OHLUC,No Relation,Adult,No
20200603IAGAD,No Relation,Adult,No
20200618INJOI,No Relation,,
20200621INCOC,Unknown,Teen,No
20200621INCOC,Unknown,Teen,No
20200621INCOC,Unknown,Teen,No
20200616FLTOM,No Relation,,No
20200627VAHAS,Unknown,Teen,No
20200714MIWID,No Relation,Adult,No
20200701ILFRP,No Relation,Adult,No
20200704INLAM,No Relation,Adult,No
20200721SCBRO,Nonstudent Using Athletic Facilities/Attending Game,,No
20200727AZCAO,Other Staff,Adult,Yes
20200804PAKEP,No Relation,Adult,No
20200729ILCOC,,Teen,No
20200817MIABG,No Relation,Adult,No
20200825MOWEC,No Relation,Adult,No
19850418TNSOS,Student,Teen,No
20190522OHSAC,No Relation,Teen,No
20191115NJPLP,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20200830TXLOD,No Relation,Teen,No
20200904FLLOJ,No Relation,Adult,No
20200903GADOA,No Relation,Adult,No
20200630OHLAW,No Relation,Teen,No
20200909TXSOH,No Relation,Adult,No
20200910ILPEP,No Relation,Adult,No
20191022NJBRB,Student,Teen,No
20200916WAARG,No Relation,Adult,No
20200915UTVIB,No Relation,Adult,Yes
20200915SCYOR,,,No
20200917OHELA,,Teen,No
20200916CASOS,No Relation,Teen,No
20200910OHSAC,No Relation,Adult,No
20200920UTLIS,No Relation,,No
20200918KYWIL,Nonstudent Using Athletic Facilities/Attending Game,,No
20200917ORDRP,No Relation,,No
20200919CAKRS,,,No
20200921CAPLP,No Relation,Adult,No
20200909PAWEW,No Relation,Adult,No
20200923FLHIJ,No Relation,Teen,No
20200923PAWIW,No Relation,Adult,No
20200924ILMCS,No Relation,,No
20200924CAWAC,No Relation,Adult,No
20200924CAWAC,No Relation,Adult,No
20200924CAWAC,No Relation,Adult,No
20200928CTEAN,No Relation,Adult,No
20200925ILROR,No Relation,Adult,No
20190127NVRER,No Relation,Adult,No
20200925NJHAH,No Relation,,No
20150521FLDUJ,Student,Teen,No
20190918MNFOC,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20200930CADYL,No Relation,,No
20130129ALDAM,No Relation,Adult,No
20201005OKSOM,Student,Teen,No
20201005ARKIH,,Adult,No
20201005ARKIH,,,No
20201009FLJEJ,Student,Teen,No
20201012TXNOD,No Relation,Adult,No
20161216FLSAJ,Student,Teen,No
20190327FLMAJ,,,No
20190927CADER,Student,Teen,No
20190927CADER,Student,Teen,No
20201013RIRHP,No Relation,,No
20201012MNSHS,No Relation,,No
20201014PABRB,Student,Child,No
20201018KYSEL,,,No
20201014WAWAS,No Relation,Adult,No
20201014WAWAS,No Relation,Adult,No
20201002PAMAE,,,No
20201020ARJAP,,Teen,No
20201026GARIR,No Relation,Adult,No
20201028NYROR,No Relation,,No
20201024CTSTS,,,No
20201029FLLAM,No Relation,,No
20201102COERE,,,No
20201108INTET,No Relation,Adult,No
20201109CABAL,No Relation,Adult,Yes
20201109TXCOH,No Relation,,No
20201106AZKHT,No Relation,Adult,No
20201112PANAH,No Relation,Teen,No
20201112CACEU,No Relation,Adult,No
20160928TNSYP,Student,Teen,No
20201113NCLIL,No Relation,,No
20201116TNWIM,No Relation,Adult,No
20201117TXWEW,Nonstudent,Teen,No
20201117MTGRG,No Relation,Teen,No
20201124NCHEH,Student,Teen,No
20201125KSABG,No Relation,Adult,No
20201207ILEAC,No Relation,,No
20201211VATAY,Nonstudent Using Athletic Facilities/Attending Game,,No
20201216ILDUC,No Relation,,No
20191124CASEU,No Relation,Teen,No
20201229WAROS,,,No
20210114MDHIW,No Relation,,No
20210110ILSOS,,,No
20210121OHEAC,No Relation,Adult,No
20210121OKLOG,Parent,Adult,No
20210127FLHOH,Student,Teen,No
20210127FLHOH,Student,Teen,No
20210201MIMUD,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
19900906GASOC,Student,Teen,No
20210205MDBEM,No Relation,,No
20210208MISCG,No Relation,,No
20201225FLYOP,,,No
20210210TXFOF,No Relation,Teen,No
20210210NJSCP,No Relation,,No
20210210LASTS,No Relation,Adult,No
20210214MNROM,No Relation,,No
20210127MSHAH,,Teen,No
20210216NCTHS,Student,Child,No
20210216NCTHS,Student,Child,No
20210217TNKNK,No Relation,Adult,No
20210219ILLIR,No Relation,,No
20210222CAHOV,No Relation,,No
20210224WAGAY,No Relation,Teen,No
20210226LAGEN,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20210301ARWAP,Student,Teen,No
20210308SCEDC,Relative,Adult,No
20210309TNSAK,No Relation,,No
20210311OHCIC,No Relation,Adult,No
20210313TXLEA,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20210318KYGRL,Parent,Adult,No
20210319WVSPM,,Teen,No
20210319WVSPM,,Teen,No
20210210TXFOF,No Relation,Teen,No
20210324ORFOS,No Relation,Teen,No
20180803IALIO,No Relation,Adult,No
20180803IALIO,No Relation,Adult,No
20180803IALIO,No Relation,Adult,Yes
20210326MOCAS,No Relation,Adult,Yes
20210327MAPEC,Nonstudent Using Athletic Facilities/Attending Game,,No
20210401OKCLC,,,No
20210401ALSES,Student,Teen,No
19790226CABAB,Student,Teen,No
20210104NYPEJ,No Relation,Adult,No
20210407ILPEP,Student,Teen,No
20210315INMEM,No Relation,Teen,No
20210315INMEM,No Relation,Teen,No
20210406ILBAC,No Relation,Teen,No
20210412TNAUK,Student,Teen,Yes
20210411INBIH,No Relation,Adult,No
20210412CASAS,No Relation,Adult,Yes
20210413TNMAC,Parent,Adult,No
20170415ORMEP,No Relation,Teen,No
20210418OHWED,No Relation,,No
20210420TXHAH,No Relation,Adult,No
20210426MNPLP,Student,,No
20210427TNLAM,Parent,Adult,No
20210427DESMS,Parent,Adult,Yes
20210429NYURB,Nonstudent,Teen,No
20210429NYURB,Nonstudent,Teen,No
20210429CAVIV,Nonstudent,Teen,No
20210430INMAI,Parent,Adult,No
20210501MNBES,No Relation,Adult,No
20210501MNBES,No Relation,Adult,No
20210501MNBES,No Relation,Adult,No
20210502ILCHC,No Relation,Adult,No
20210514CASAS,No Relation,Teen,No
20210502ILCHC,No Relation,Adult,No
20210506IDRIR,Student,Teen,No
19890209IDRIR,Student,Teen,No
20210506SCFOC,No Relation,Adult,No
20210505MICRC,No Relation,Adult,No
20210505SCWAW,Student,Teen,Yes
20210514CASAS,No Relation,Teen,No
20210511CAVEL,No Relation,,No
20210517TNAUM,No Relation,Adult,No
20210517MDLOC,Relative,Teen,No
20210517MDLOC,Relative,Teen,No
20210511NYPSB,Student,Teen,No
20210525NJPAP,No Relation,Teen,No
20210601ILLIC,,Teen,No
20210606VADRA,No Relation,,No
20210606VADRA,No Relation,,No
20210607TXEAF,,,No
20210608KSHAK,No Relation,Teen,No
20210609TXNOH,Student,Teen,No
20210609VAWIR,Student,Teen,No
20210610CTHOW,No Relation,Adult,No
20210610CTHOW,No Relation,Adult,No
20210612MOMCF,Student,Teen,No
20210613PAWIP,Nonstudent Using Athletic Facilities/Attending Game,,No
20210613PAPAC,No Relation,Adult,No
20210614TXEAF,,,No
20210614NCRJW,No Relation,Adult,Yes
20210614NCROR,,,No
20210614NCROR,,,No
20210614NCROR,,,No
20210620CAGRM,Security Guard,Adult,No
20210624ILABR,,Adult,No
20210608KSHAK,,Teen,No
20210608PAMUS,No Relation,Teen,No
20210628CASLF,No Relation,Adult,No
20210704NYDRR,,,No
20210708ILBEC,No Relation,Adult,No
20210709KSCAW,No Relation,Adult,Yes
20210718ARFOL,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20210719TXCAC,Student,Teen,No
20210721ILTHC,No Relation,,No
20210727WATYS,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20210420TXHAH,No Relation,Adult,No
20210517TXBRE,Student,Teen,No
20210804ALBUM,,,No
20210806LASTH,No Relation,Teen,No
20210807ORGIP,,,No
20210805GACHD,Teacher,Adult,No
20210811COMAC,No Relation,,No
20210810OHEAC,Former Student,,No
20210812CANOS,Student,Teen,No
20210812GALIL,Police Officer/SRO,,
20210813NMWAA,Student,Teen,No
20210811CAOAO,,,No
20210813GACAS,,,No
20210814ILMAC,No Relation,,No
20180425NMHIA,Parent,Adult,No
20210814SCDAH,,,No
20210818SCORO,Student,Teen,No
20210817COYED,No Relation,Teen,No
20210815VAROD,No Relation,,No
20210820NEMIO,No Relation,Adult,No
20210820CACEF,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20210822ILWER,No Relation,Teen,No
20170813NYHUH,No Relation,Adult,No
20210901NCMTW,Student,Teen,No
20210830NCNEW,Student,Teen,No
20210827INHAH,Former Student,Teen,No
20210826OHNOT,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20210826NYHAH,,Adult,No
20210828CASAS,,,No
20210902ARLIL,Parent,Adult,No
20210907PAHAH,Student,Teen,No
20210907TNLAL,Student,Teen,No
20210907MAOMG,No Relation,Teen,No
20210907MAOMG,No Relation,Teen,No
20210908MNPRB,No Relation,,No
20210908MNPRB,No Relation,,No
20210908MNPRB,No Relation,,No
20210909ILCHC,No Relation,Adult,No
20210909MITRF,Student,Teen,No
20210902INWEG,,Teen,No
20210903CAMTH,Student,Teen,No
20210909NCSHE,,,No
20210910CONOA,Nonstudent Using Athletic Facilities/Attending Game,,No
20210910CASTP,No Relation,Adult,No
20210903NVDEL,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20210901ILFRC,No Relation,,No
20210827VTEDB,,,No
20210826WAAKS,Former Student,Teen,No
20210826WAAKS,Former Student,Teen,No
20210827KYAPO,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20030410CAWAW,Student,Teen,Yes
20210915KYMAL,No Relation,Adult,No
20210915ILCEC,Student,Teen,No
20210908ILCEC,Student,Teen,No
20210916WIORM,No Relation,Adult,No
20210916UTPRP,Student,Teen,No
20210917NCPAW,,Teen,No
20210917VAHEH,,,No
20210917PAWEP,,Teen,No
20210917GASWS,,,No
20210918COWIC,,,No
20210917TNAUK,,,No
20210914MOMCH,Parent,Adult,No
20210914MOMCH,Parent,Adult,No
20210914TNLAL,Student,Teen,No
20210913SCEDC,Relative,Adult,No
20210903CAMTH,Student,Teen,No
20210920OHEAC,No Relation,,No
20210920OHEAC,No Relation,,No
20210916OHBEC,,,No
20210921GAFRA,Parent,Adult,No
20210921PAVAP,,,No
20210920VAHEN,Student,Teen,No
20210921OHMIM,,,No
20210921KSEAW,Student,Teen,No
20210922NYSOB,,,No
20210922CTLIN,No Relation,,No
20210921FLLAL,,Minor,No
20210915VASPS,Student,Child,No
20210924MDWIB,No Relation,,No
20210924ALFAF,,,No
20210924VAESE,,,No
20210903NCJUC,Nonstudent Using Athletic Facilities/Attending Game,,No
20210903CABUB,Intimate Relationship,Adult,Yes
20210927ILCAC,Student,Child,No
20210827PAACS,Police Officer/SRO,,
20210827PAACS,Police Officer/SRO,,
20210827PAACS,Police Officer/SRO,,
20210902GAWOS,No Relation,Adult,No
20210902NMALA,Student,Teen,No
20210902NMALA,Other Student,Teen,No
20210928MESOS,,,No
20210902CASAL,Student,Teen,No
20210830FLOKW,Student,Teen,No
20210830MDNEO,No Relation,Adult,No
20210830NJWEN,,,No
20210929OHSHS,Parent,Adult,No
20210924TNSTS,Student,Teen,No
20210924TNSTS,Student,Teen,No
20210930TNCUM,Student,Teen,No
20210827VAFRW,Student,Teen,No
20210930MSNEN,Student,Child,No
20190809NJWEN,No Relation,Teen,No
20211001TXYEH,Former Student,Adult,No
20211001INBEI,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20211001NCSEF,,,No
20211001NCNOD,,,No
20211004PASCP,No Relation,Adult,No
20211004OHWOT,,,No
20211005NDHEH,Student,Teen,
20211005NCGAC,Student,Teen,No
20210923IDRIR,Student,Teen,No
20211004ILLAC,,,No
20211006TXTIA,Student,Teen,No
20211007PAANP,,,No
20211007DCWAW,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20211007TXEAW,No Relation,,No
20211012ILWEC,,,No
20211012ARLIL,No Relation,,No
20211007NCEAD,No Relation,Adult,Yes
20211012OKUNT,Student,Teen,No
20211013ILMCC,No Relation,,No
20211008OKCOC,Student,Teen,No
20211012MIELK,No Relation,,No
20211015ALWIM,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20211014MEREP,No Relation,,No
20211013PACHD,Student,Child,No
20211013PACHD,Student,Child,No
20211015CAKEF,No Relation,Adult,No
20211018PALIP,Relative,,No
20211011ORROP,,,No
20211017ARROR,No Relation,Adult,No
20211021GABES,No Relation,Adult,No
20211022PAPHP,Student,Teen,No
20211021NYPSB,No Relation,Adult,No
20210915ILCEC,Student,Teen,No
20211026MSCAN,,,No
20211026ILWIC,No Relation,Adult,No
20211027SCCAS,Student,Teen,No
20211030PASTM,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
19920530DCARW,,,No
20211108NYTHB,Student,Teen,No
19930912ALFAF,Nonstudent Using Athletic Facilities/Attending Game,,No
19901110TXJUD,Nonstudent Using Athletic Facilities/Attending Game,,No
20211109NMMEL,No Relation,Adult,Yes
20211106FLOVO,Student,Teen,No
19890901VASAV,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
19890901VASAV,Student,Teen,No
20211110NYITI,No Relation,,No
20210827PAACS,Student,Teen,No
20210827PAACS,,Teen,No
19871031SCANA,,,No
20211115NYPOP,Student,Teen,No
20211119COHIA,Student,Teen,No
20211119COHIA,Student,Teen,No
20211116FLJAJ,No Relation,Adult,No
20211119COHIA,Student,Teen,No
20211119MDGIB,No Relation,,No
20211116NYPSB,No Relation,Adult,No
20211124ILTHH,,,No
20211123OHCLC,No Relation,Adult,No
20211126CAWES,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20211129AZCHP,Student,Teen,No
20211130MIOXO,Student,Teen,No
20211130OHWHW,,Teen,No
20211125SCCEP,,,No
20211202WAGAS,,Teen,No
20211201TXSAP,No Relation,,No
20211130TNHUH,Nonstudent Using Athletic Facilities/Attending Game,,No
20211130CALOL,No Relation,,No
20211102NMHIH,Student,,No
20211102NMHIH,Student,,No
20211206CAWIW,No Relation,Adult,No
20211206CAWIW,No Relation,Adult,No
20211203ARBLB,No Relation,Teen,No
20211208MOEWK,,,No
20211207ILHAC,No Relation,Adult,No
20211208KYSTL,No Relation,,No
20211206NYSUS,Student,Teen,No
20211210NCJEC,No Relation,,No
20211210NCJEC,No Relation,,No
20211209NYGRN,No Relation,Adult,No
20211210OHCAC,No Relation,Adult,No
20211211GAJOG,Student,Teen,No
20211211FLEDL,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20211213NCWEC,Student,Teen,No
20211212NYSCR,No Relation,,No
20211213FLEAO,Student,Teen,No
20211214VAMEN,Rival School Student,Teen,No
20211214WISOM,Student,Teen,No
20211129ILWER,Student,Teen,No
20211216SCEAC,Student,Teen,No
20211216NYPSB,No Relation,Adult,No
20200419NCABR,No Relation,Adult,No
20211217TXWOD,Student,Teen,No
20211119COHIA,Student,Teen,No
19930108PACRM,,,No
19930203SCGAC,,,No
19930203SCLEL,Student,Adult,No
19920117SCGRG,Student,Teen,No
20211229NCCAS,Student,Teen,No
20211229NCCAS,Student,Teen,No
19920930CAPAL,Gang Member,Teen,No
20220103WACHP,No Relation,Adult,No
20220104ILAUR,Student,Teen,No
20220104ILAUR,Student,Teen,No
20220103OHCOC,No Relation,,No
20220106CAFLS,Student,Teen,No
20220111NMVAA,,,No
20170127ILSCN,No Relation,,No
20220117TXPYH,No Relation,Adult,No
20220117TXPYH,No Relation,Adult,No
20220117TXPYH,No Relation,Adult,No
20220119FLSES,Student,Teen,No
20220119VAMAP,,Teen,No
20220119VAMAP,,Teen,No
20220119VAMAP,,Teen,No
20220119PAPIP,,,No
20220119PAPIP,,,No
20220119DCANW,No Relation,Adult,No
20220121MDMAR,Student,Teen,No
20220127TXMOH,No Relation,Adult,No
20220126PABAP,,,No
20220114MDGAG,No Relation,Adult,No
20220129WIBEB,,Adult,No
20220124NVSUL,,,No
20220121GAMCA,Student,Teen,No
20220201MNSOR,Student,Teen,No
20220201WIRUM,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20220128LACAM,No Relation,Adult,No
20220201MNSOR,Student,Teen,No
20220202KYLOR,,,No
20220204GASOD,Student,Teen,No
20220204ALWEB,,,No
20220208MDCAC,Student,Teen,No
20220208NYMOM,,,No
20220209NYMCB,Student,Teen,No
20220209MNMIM,No Relation,Adult,No
20220203NCSPS,,,No
20220211DCEAW,,,No
20220201ILALC,No Relation,Adult,No
20220217WAMCG,Gang Member,Adult,No
20220219VACAC,,,No
20220218MATET,Rival School Student,Teen,No
20220218MATET,Rival School Student,Teen,No
20220218MATET,Rival School Student,Teen,No
20220218MATET,Rival School Student,Teen,No
20220220OKWIW,,Adult,No
20220221MDJOH,No Relation,Adult,No
20220220MSMCM,,Teen,No
20220222COLIP,Police Officer/SRO,,
20220225NMWEA,Student,Teen,No
20220225ALSOH,Student,Child,No
20220223VAWOW,,,No
20220222TXALH,No Relation,Adult,No
20220214FLLAL,,Adult,No
20220227DCDUW,,,No
20220228NYBOB,Student,Teen,No
20220303MIJWL,,,No
20220304KSOLO,Student,Teen,No
20220307IAEAD,,Teen,No
20220307IAEAD,,Teen,No
20220307IAEAD,,Teen,No
20220307IAEAD,,Teen,No
20220307IAEAD,,,No
20220307IAEAD,,Teen,No
20220309TXNOH,Student,Teen,No
20220309FLNOM,,Teen,No
20220309FLNOM,,Teen,No
20220310MDCOL,,Adult,No
20220309NMESE,,,No
20220310COROH,Student,Teen,No
20220311OHFAP,No Relation,Adult,No
20220311CADER,Student,Teen,No
20220311OHMAM,,,No
20220311WIJER,Student,Child,No
20220310TNHAM,Parent,Adult,No
20220315WAEIY,Student,Teen,No
20220317AKREW,Student,Teen,No
20220315MATEB,,Teen,No
20220315MDPAB,,,No
